bowler,bowling_team,venue,runs_conceded,balls_bowled,wickets,economy_rate
RJ Harris,Kings XI Punjab,Wankhede Stadium,33,24,2,8.25
RJ Harris,Sunrisers Hyderabad,Brabourne Stadium,40,24,1,10.0
RJ Harris,Sunrisers Hyderabad,Buffalo Park,39,24,0,9.75
RJ Harris,Sunrisers Hyderabad,De Beers Diamond Oval,30,19,0,9.47
RJ Harris,Sunrisers Hyderabad,Dr DY Patil Sports Academy,45,44,3,6.14
RJ Harris,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,29,26,1,6.69
RJ Harris,Sunrisers Hyderabad,M Chinnaswamy Stadium,37,27,2,8.22
RJ Harris,Sunrisers Hyderabad,New Wanderers Stadium,88,75,3,7.04
RJ Harris,Sunrisers Hyderabad,SuperSport Park,78,74,3,6.32
RJ Harris,Sunrisers Hyderabad,"Vidarbha Cricket Association Stadium, Jamtha",88,74,8,7.14
RJ Peterson,Mumbai Indians,Feroz Shah Kotla,37,24,3,9.25
RJ Peterson,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",3,6,0,3.0
RJ Peterson,Mumbai Indians,Wankhede Stadium,30,18,0,10.0
RJW Topley,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",14,12,1,7.0
RJW Topley,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",107,51,2,12.59
RJW Topley,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",27,25,2,6.48
RJW Topley,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",34,19,0,10.74
RN ten Doeschate,Kolkata Knight Riders,Barabati Stadium,6,6,0,6.0
RN ten Doeschate,Kolkata Knight Riders,Eden Gardens,18,20,2,5.4
RN ten Doeschate,Kolkata Knight Riders,JSCA International Stadium Complex,21,12,0,10.5
RN ten Doeschate,Kolkata Knight Riders,M Chinnaswamy Stadium,24,21,1,6.86
RN ten Doeschate,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",8,6,0,8.0
RN ten Doeschate,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",14,12,0,7.0
RN ten Doeschate,Kolkata Knight Riders,Subrata Roy Sahara Stadium,3,6,0,3.0
RP Meredith,Mumbai Indians,"Arun Jaitley Stadium, Delhi",35,23,2,9.13
RP Meredith,Mumbai Indians,"Brabourne Stadium, Mumbai",34,25,1,8.16
RP Meredith,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",85,73,3,6.99
RP Meredith,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",49,26,1,11.31
RP Meredith,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",34,27,2,7.56
RP Meredith,Mumbai Indians,"Wankhede Stadium, Mumbai",213,133,8,9.61
RP Meredith,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",65,45,2,8.67
RP Meredith,Punjab Kings,"Wankhede Stadium, Mumbai",106,63,2,10.1
RP Singh,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,30,18,0,10.0
RP Singh,Kochi Tuskers Kerala,Eden Gardens,29,24,2,7.25
RP Singh,Kochi Tuskers Kerala,Feroz Shah Kotla,28,25,1,6.72
RP Singh,Kochi Tuskers Kerala,Holkar Cricket Stadium,43,50,5,5.16
RP Singh,Kochi Tuskers Kerala,M Chinnaswamy Stadium,14,14,0,6.0
RP Singh,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",35,24,1,8.75
RP Singh,Kochi Tuskers Kerala,Nehru Stadium,156,123,6,7.61
RP Singh,Kochi Tuskers Kerala,Sawai Mansingh Stadium,12,12,0,6.0
RP Singh,Kochi Tuskers Kerala,Wankhede Stadium,18,24,0,4.5
RP Singh,Mumbai Indians,Feroz Shah Kotla,42,25,0,10.08
RP Singh,Mumbai Indians,M Chinnaswamy Stadium,59,49,2,7.22
RP Singh,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",27,25,1,6.48
RP Singh,Mumbai Indians,Sawai Mansingh Stadium,32,22,0,8.73
RP Singh,Mumbai Indians,Wankhede Stadium,168,139,8,7.25
RP Singh,Rising Pune Supergiant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23,19,1,7.26
RP Singh,Rising Pune Supergiant,M Chinnaswamy Stadium,39,25,1,9.36
RP Singh,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,22,13,0,10.15
RP Singh,Rising Pune Supergiant,Wankhede Stadium,30,19,1,9.47
RP Singh,Royal Challengers Bangalore,M Chinnaswamy Stadium,154,130,11,7.11
RP Singh,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",41,25,0,9.84
RP Singh,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",38,19,0,12.0
RP Singh,Royal Challengers Bangalore,Sawai Mansingh Stadium,35,25,1,8.4
RP Singh,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,27,26,1,6.23
RP Singh,Royal Challengers Bangalore,Wankhede Stadium,41,26,1,9.46
RP Singh,Sunrisers Hyderabad,Barabati Stadium,74,43,1,10.33
RP Singh,Sunrisers Hyderabad,Buffalo Park,36,26,1,8.31
RP Singh,Sunrisers Hyderabad,De Beers Diamond Oval,52,43,1,7.26
RP Singh,Sunrisers Hyderabad,Dr DY Patil Sports Academy,122,103,7,7.11
RP Singh,Sunrisers Hyderabad,Eden Gardens,19,18,1,6.33
RP Singh,Sunrisers Hyderabad,Feroz Shah Kotla,51,25,1,12.24
RP Singh,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,51,25,1,12.24
RP Singh,Sunrisers Hyderabad,Kingsmead,87,74,3,7.05
RP Singh,Sunrisers Hyderabad,M Chinnaswamy Stadium,79,50,3,9.48
RP Singh,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",46,40,3,6.9
RP Singh,Sunrisers Hyderabad,New Wanderers Stadium,78,73,4,6.41
RP Singh,Sunrisers Hyderabad,Newlands,39,46,7,5.09
RP Singh,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",38,22,0,10.36
RP Singh,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",251,164,7,9.18
RP Singh,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",26,12,0,13.0
RP Singh,Sunrisers Hyderabad,Sawai Mansingh Stadium,24,25,1,5.76
RP Singh,Sunrisers Hyderabad,St George's Park,18,25,2,4.32
RP Singh,Sunrisers Hyderabad,SuperSport Park,120,95,8,7.58
RP Singh,Sunrisers Hyderabad,"Vidarbha Cricket Association Stadium, Jamtha",63,64,6,5.91
RR Bhatkal,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",35,12,0,17.5
RR Bose,Kings XI Punjab,Kingsmead,24,12,0,12.0
RR Powar,Kings XI Punjab,Eden Gardens,37,38,0,5.84
RR Powar,Kings XI Punjab,Feroz Shah Kotla,48,41,3,7.02
RR Powar,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,28,25,2,6.72
RR Powar,Kings XI Punjab,Kingsmead,85,73,4,6.99
RR Powar,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",23,25,1,5.52
RR Powar,Kings XI Punjab,New Wanderers Stadium,11,13,2,5.08
RR Powar,Kings XI Punjab,Newlands,14,13,0,6.46
RR Powar,Kings XI Punjab,OUTsurance Oval,20,20,0,6.0
RR Powar,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",73,61,1,7.18
RR Powar,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",32,18,0,10.67
RR Powar,Kings XI Punjab,Sawai Mansingh Stadium,19,12,0,9.5
RR Powar,Kings XI Punjab,St George's Park,8,13,0,3.69
RR Powar,Kings XI Punjab,Wankhede Stadium,28,19,0,8.84
RR Powar,Kochi Tuskers Kerala,Eden Gardens,29,24,1,7.25
RR Powar,Kochi Tuskers Kerala,M Chinnaswamy Stadium,27,12,0,13.5
RR Powar,Kochi Tuskers Kerala,Nehru Stadium,44,30,1,8.8
RR Powar,Kochi Tuskers Kerala,Wankhede Stadium,12,6,0,12.0
RR Raje,Mumbai Indians,Buffalo Park,22,11,0,12.0
RR Raje,Mumbai Indians,Dr DY Patil Sports Academy,32,31,2,6.19
RR Raje,Mumbai Indians,Newlands,15,6,0,15.0
RR Raje,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",19,13,0,8.77
RR Raje,Mumbai Indians,Sawai Mansingh Stadium,41,25,2,9.84
RR Raje,Mumbai Indians,SuperSport Park,35,25,1,8.4
RR Raje,Mumbai Indians,Wankhede Stadium,50,33,2,9.09
RS Bopara,Kings XI Punjab,Brabourne Stadium,31,24,3,7.75
RS Bopara,Kings XI Punjab,Eden Gardens,43,20,1,12.9
RS Bopara,Kings XI Punjab,Kingsmead,5,8,0,3.75
RS Bopara,Kings XI Punjab,M Chinnaswamy Stadium,17,12,0,8.5
RS Bopara,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",22,12,0,11.0
RS Bopara,Kings XI Punjab,Sawai Mansingh Stadium,19,14,1,8.14
RS Bopara,Sunrisers Hyderabad,Brabourne Stadium,25,18,1,8.33
RS Bopara,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,63,56,3,6.75
RS Bopara,Sunrisers Hyderabad,M Chinnaswamy Stadium,32,19,2,10.11
RS Bopara,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",29,24,2,7.25
RS Bopara,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,15,6,0,15.0
RS Gavaskar,Kolkata Knight Riders,Eden Gardens,8,6,0,8.0
RS Hangargekar,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",24,15,0,9.6
RS Hangargekar,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",36,28,3,7.71
RV Gomez,Kochi Tuskers Kerala,Feroz Shah Kotla,16,12,0,8.0
RV Gomez,Kochi Tuskers Kerala,Holkar Cricket Stadium,12,6,0,12.0
RV Gomez,Kochi Tuskers Kerala,Nehru Stadium,58,48,4,7.25
RV Gomez,Kochi Tuskers Kerala,Sawai Mansingh Stadium,9,6,0,9.0
RV Gomez,Kochi Tuskers Kerala,Wankhede Stadium,30,19,1,9.47
RV Gomez,Pune Warriors,JSCA International Stadium Complex,5,6,1,5.0
RV Patel,Delhi Capitals,Dubai International Cricket Stadium,22,20,0,6.6
RW Price,Mumbai Indians,Eden Gardens,33,18,0,11.0
Ramandeep Singh,Kolkata Knight Riders,"Eden Gardens, Kolkata",9,4,0,13.5
Ramandeep Singh,Mumbai Indians,"Wankhede Stadium, Mumbai",55,41,6,8.05
Rashid Khan,Gujarat Titans,"Arun Jaitley Stadium, Delhi",66,48,3,8.25
Rashid Khan,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",61,48,2,7.62
Rashid Khan,Gujarat Titans,"Brabourne Stadium, Mumbai",75,72,6,6.25
Rashid Khan,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",98,96,3,6.12
Rashid Khan,Gujarat Titans,"Eden Gardens, Kolkata",69,49,0,8.45
Rashid Khan,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",49,34,1,8.65
Rashid Khan,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",86,48,3,10.75
Rashid Khan,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",15,24,1,3.75
Rashid Khan,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",83,74,6,6.73
Rashid Khan,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",527,368,19,8.59
Rashid Khan,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",27,24,1,6.75
Rashid Khan,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",32,50,5,3.84
Rashid Khan,Gujarat Titans,"Wankhede Stadium, Mumbai",169,120,8,8.45
Rashid Khan,Sunrisers Hyderabad,Arun Jaitley Stadium,55,48,2,6.88
Rashid Khan,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",65,49,4,7.96
Rashid Khan,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,15,25,2,3.6
Rashid Khan,Sunrisers Hyderabad,Dubai International Cricket Stadium,238,266,14,5.37
Rashid Khan,Sunrisers Hyderabad,Eden Gardens,106,96,5,6.62
Rashid Khan,Sunrisers Hyderabad,Feroz Shah Kotla,25,24,0,6.25
Rashid Khan,Sunrisers Hyderabad,Green Park,34,24,3,8.5
Rashid Khan,Sunrisers Hyderabad,M Chinnaswamy Stadium,11,14,0,4.71
Rashid Khan,Sunrisers Hyderabad,M.Chinnaswamy Stadium,72,49,4,8.82
Rashid Khan,Sunrisers Hyderabad,MA Chidambaram Stadium,48,25,1,11.52
Rashid Khan,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",127,129,6,5.91
Rashid Khan,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,42,48,2,5.25
Rashid Khan,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,75,48,2,9.38
Rashid Khan,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",18,24,1,4.5
Rashid Khan,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,354,340,21,6.25
Rashid Khan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",214,170,10,7.55
Rashid Khan,Sunrisers Hyderabad,Sawai Mansingh Stadium,61,48,2,7.62
Rashid Khan,Sunrisers Hyderabad,Sharjah Cricket Stadium,124,124,5,6.0
Rashid Khan,Sunrisers Hyderabad,Sheikh Zayed Stadium,119,124,6,5.76
Rashid Khan,Sunrisers Hyderabad,Wankhede Stadium,100,123,5,4.88
Rashid Khan,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",80,48,4,10.0
Rasikh Salam,Delhi Capitals,"Arun Jaitley Stadium, Delhi",145,89,7,9.78
Rasikh Salam,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",73,31,0,14.13
Rasikh Salam,Delhi Capitals,"Eden Gardens, Kolkata",30,15,0,12.0
Rasikh Salam,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",23,21,2,6.57
Rasikh Salam,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",10,6,0,10.0
Rasikh Salam,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",18,18,0,6.0
Rasikh Salam,Mumbai Indians,Wankhede Stadium,42,27,0,9.33
Ravi Bishnoi,Kings XI Punjab,Dubai International Cricket Stadium,166,149,9,6.68
Ravi Bishnoi,Kings XI Punjab,Sharjah Cricket Stadium,84,70,2,7.2
Ravi Bishnoi,Kings XI Punjab,Sheikh Zayed Stadium,131,99,3,7.94
Ravi Bishnoi,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",26,24,1,6.5
Ravi Bishnoi,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",340,274,15,7.45
Ravi Bishnoi,Lucknow Super Giants,"Brabourne Stadium, Mumbai",93,74,6,7.54
Ravi Bishnoi,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",134,100,3,8.04
Ravi Bishnoi,Lucknow Super Giants,"Eden Gardens, Kolkata",86,67,3,7.7
Ravi Bishnoi,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",72,45,0,9.6
Ravi Bishnoi,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",77,62,3,7.45
Ravi Bishnoi,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",71,45,2,9.47
Ravi Bishnoi,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",21,13,0,9.69
Ravi Bishnoi,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",42,25,2,10.08
Ravi Bishnoi,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",57,24,0,14.25
Ravi Bishnoi,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",65,49,2,7.96
Ravi Bishnoi,Lucknow Super Giants,"Wankhede Stadium, Mumbai",156,120,4,7.8
Ravi Bishnoi,Punjab Kings,Dubai International Cricket Stadium,47,49,3,5.76
Ravi Bishnoi,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",25,24,2,6.25
Ravi Bishnoi,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",80,73,3,6.58
Ravi Bishnoi,Punjab Kings,Sharjah Cricket Stadium,63,50,3,7.56
Ravi Bishnoi,Punjab Kings,"Zayed Cricket Stadium, Abu Dhabi",25,24,2,6.25
S Aravind,Royal Challengers Bangalore,Eden Gardens,109,64,6,10.22
S Aravind,Royal Challengers Bangalore,Feroz Shah Kotla,32,25,1,7.68
S Aravind,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,40,24,0,10.0
S Aravind,Royal Challengers Bangalore,JSCA International Stadium Complex,25,24,1,6.25
S Aravind,Royal Challengers Bangalore,M Chinnaswamy Stadium,440,386,25,6.84
S Aravind,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",66,39,4,10.15
S Aravind,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,51,49,3,6.24
S Aravind,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",31,13,0,14.31
S Aravind,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",64,37,0,10.38
S Aravind,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,53,25,1,12.72
S Aravind,Royal Challengers Bangalore,Sawai Mansingh Stadium,34,24,3,8.5
S Aravind,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,28,24,1,7.0
S Aravind,Royal Challengers Bangalore,Wankhede Stadium,84,54,3,9.33
S Badree,Chennai Super Kings,JSCA International Stadium Complex,40,44,1,5.45
S Badree,Chennai Super Kings,M Chinnaswamy Stadium,29,18,0,9.67
S Badree,Chennai Super Kings,Wankhede Stadium,34,25,1,8.16
S Badree,Rajasthan Royals,Feroz Shah Kotla,35,25,0,8.4
S Badree,Royal Challengers Bangalore,Eden Gardens,33,24,1,8.25
S Badree,Royal Challengers Bangalore,M Chinnaswamy Stadium,127,103,7,7.4
S Badree,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,31,24,1,7.75
S Dhawan,Sunrisers Hyderabad,Barabati Stadium,9,6,1,9.0
S Dhawan,Sunrisers Hyderabad,Feroz Shah Kotla,8,6,1,8.0
S Dhawan,Sunrisers Hyderabad,M Chinnaswamy Stadium,11,6,0,11.0
S Dhawan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",44,31,2,8.52
S Dube,Chennai Super Kings,"Brabourne Stadium, Mumbai",25,8,0,18.75
S Dube,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",14,6,1,14.0
S Dube,Chennai Super Kings,"Wankhede Stadium, Mumbai",15,6,0,15.0
S Dube,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",10,7,0,8.57
S Dube,Rajasthan Royals,Sharjah Cricket Stadium,18,12,0,9.0
S Dube,Rajasthan Royals,"Wankhede Stadium, Mumbai",25,12,0,12.5
S Dube,Royal Challengers Bangalore,Arun Jaitley Stadium,5,6,0,5.0
S Dube,Royal Challengers Bangalore,Dubai International Cricket Stadium,64,43,5,8.93
S Dube,Royal Challengers Bangalore,MA Chidambaram Stadium,3,5,0,3.6
S Dube,Royal Challengers Bangalore,Sheikh Zayed Stadium,11,12,0,5.5
S Gopal,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",26,12,1,13.0
S Gopal,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",32,24,2,8.0
S Gopal,Mumbai Indians,"Sardar Patel Stadium, Motera",48,38,3,7.58
S Gopal,Mumbai Indians,Wankhede Stadium,75,54,2,8.33
S Gopal,Mumbai Indians,"Wankhede Stadium, Mumbai",41,30,2,8.2
S Gopal,Rajasthan Royals,Arun Jaitley Stadium,47,36,3,7.83
S Gopal,Rajasthan Royals,Dubai International Cricket Stadium,214,142,3,9.04
S Gopal,Rajasthan Royals,Eden Gardens,66,42,2,9.43
S Gopal,Rajasthan Royals,Holkar Cricket Stadium,26,18,0,8.67
S Gopal,Rajasthan Royals,M.Chinnaswamy Stadium,36,30,5,7.2
S Gopal,Rajasthan Royals,MA Chidambaram Stadium,23,18,0,7.67
S Gopal,Rajasthan Royals,Maharashtra Cricket Association Stadium,20,25,3,4.8
S Gopal,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,32,24,0,8.0
S Gopal,Rajasthan Royals,Rajiv Gandhi International Stadium,45,42,3,6.43
S Gopal,Rajasthan Royals,Sawai Mansingh Stadium,252,206,16,7.34
S Gopal,Rajasthan Royals,Sharjah Cricket Stadium,114,67,1,10.21
S Gopal,Rajasthan Royals,Sheikh Zayed Stadium,110,102,6,6.47
S Gopal,Rajasthan Royals,Wankhede Stadium,42,36,0,7.0
S Gopal,Rajasthan Royals,"Wankhede Stadium, Mumbai",75,36,0,12.5
S Gopal,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",34,18,1,11.33
S Joseph,Lucknow Super Giants,"Eden Gardens, Kolkata",51,30,0,10.2
S Kaul,Delhi Capitals,Feroz Shah Kotla,84,62,3,8.13
S Kaul,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,40,25,0,9.6
S Kaul,Delhi Capitals,M Chinnaswamy Stadium,37,25,1,8.88
S Kaul,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",37,25,0,8.88
S Kaul,Delhi Capitals,"Sardar Patel Stadium, Motera",34,18,0,11.33
S Kaul,Delhi Capitals,Sawai Mansingh Stadium,24,23,1,6.26
S Kaul,Delhi Capitals,Subrata Roy Sahara Stadium,27,24,2,6.75
S Kaul,Delhi Capitals,Wankhede Stadium,25,13,0,11.54
S Kaul,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",43,24,0,10.75
S Kaul,Sunrisers Hyderabad,Arun Jaitley Stadium,83,49,2,10.16
S Kaul,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",32,24,0,8.0
S Kaul,Sunrisers Hyderabad,Dubai International Cricket Stadium,55,46,3,7.17
S Kaul,Sunrisers Hyderabad,Eden Gardens,105,72,4,8.75
S Kaul,Sunrisers Hyderabad,Feroz Shah Kotla,38,25,1,9.12
S Kaul,Sunrisers Hyderabad,Green Park,32,25,1,7.68
S Kaul,Sunrisers Hyderabad,M Chinnaswamy Stadium,14,6,0,14.0
S Kaul,Sunrisers Hyderabad,M.Chinnaswamy Stadium,46,24,2,11.5
S Kaul,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",62,47,4,7.91
S Kaul,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,85,36,0,14.17
S Kaul,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,75,48,2,9.38
S Kaul,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",36,25,3,8.64
S Kaul,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,279,243,13,6.89
S Kaul,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",138,122,11,6.79
S Kaul,Sunrisers Hyderabad,Sawai Mansingh Stadium,73,50,2,8.76
S Kaul,Sunrisers Hyderabad,Sharjah Cricket Stadium,88,42,2,12.57
S Kaul,Sunrisers Hyderabad,Wankhede Stadium,100,67,5,8.96
S Kaul,Sunrisers Hyderabad,"Zayed Cricket Stadium, Abu Dhabi",80,48,1,10.0
S Kaushik,Gujarat Lions,Eden Gardens,14,6,0,14.0
S Kaushik,Gujarat Lions,Feroz Shah Kotla,22,24,2,5.5
S Kaushik,Gujarat Lions,M Chinnaswamy Stadium,50,19,0,15.79
S Kaushik,Gujarat Lions,Maharashtra Cricket Association Stadium,32,19,0,10.11
S Kaushik,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",57,50,0,6.84
S Kaushik,Gujarat Lions,Saurashtra Cricket Association Stadium,129,92,4,8.41
S Ladda,Delhi Capitals,Barabati Stadium,20,12,1,10.0
S Ladda,Delhi Capitals,Brabourne Stadium,14,6,0,14.0
S Ladda,Delhi Capitals,Feroz Shah Kotla,82,49,3,10.04
S Ladda,Delhi Capitals,"Sardar Patel Stadium, Motera",28,25,0,6.72
S Ladda,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",21,12,0,10.5
S Ladda,Kolkata Knight Riders,Eden Gardens,18,12,1,9.0
S Ladda,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",29,18,0,9.67
S Ladda,Kolkata Knight Riders,Nehru Stadium,13,7,0,11.14
S Lamichhane,Delhi Capitals,Arun Jaitley Stadium,223,163,11,8.21
S Lamichhane,Delhi Capitals,M.Chinnaswamy Stadium,46,24,1,11.5
S Lamichhane,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,28,24,2,7.0
S Midhun,Rajasthan Royals,Sawai Mansingh Stadium,29,13,0,13.38
S Nadeem,Delhi Capitals,Arun Jaitley Stadium,36,18,0,12.0
S Nadeem,Delhi Capitals,Dr DY Patil Sports Academy,39,25,2,9.36
S Nadeem,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,42,24,0,10.5
S Nadeem,Delhi Capitals,Dubai International Cricket Stadium,53,43,2,7.4
S Nadeem,Delhi Capitals,Eden Gardens,81,60,3,8.1
S Nadeem,Delhi Capitals,Feroz Shah Kotla,523,442,15,7.1
S Nadeem,Delhi Capitals,M Chinnaswamy Stadium,52,48,2,6.5
S Nadeem,Delhi Capitals,M.Chinnaswamy Stadium,40,37,2,6.49
S Nadeem,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",26,24,0,6.5
S Nadeem,Delhi Capitals,Maharashtra Cricket Association Stadium,23,25,1,5.52
S Nadeem,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali",39,29,1,8.07
S Nadeem,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",24,13,0,11.08
S Nadeem,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",47,36,0,7.83
S Nadeem,Delhi Capitals,"Sardar Patel Stadium, Motera",36,26,2,8.31
S Nadeem,Delhi Capitals,Saurashtra Cricket Association Stadium,23,19,2,7.26
S Nadeem,Delhi Capitals,Sawai Mansingh Stadium,93,73,3,7.64
S Nadeem,Delhi Capitals,Shaheed Veer Narayan Singh International Stadium,72,72,1,6.0
S Nadeem,Delhi Capitals,Sharjah Cricket Stadium,51,43,1,7.12
S Nadeem,Delhi Capitals,Sheikh Zayed Stadium,29,18,1,9.67
S Nadeem,Delhi Capitals,Subrata Roy Sahara Stadium,43,49,1,5.27
S Nadeem,Delhi Capitals,Wankhede Stadium,122,105,5,6.97
S Nadeem,Sunrisers Hyderabad,Dubai International Cricket Stadium,46,37,1,7.46
S Nadeem,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",36,24,1,9.0
S Nadeem,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,91,54,3,10.11
S Nadeem,Sunrisers Hyderabad,Sharjah Cricket Stadium,54,48,3,6.75
S Nadeem,Sunrisers Hyderabad,Sheikh Zayed Stadium,79,52,2,9.12
S Narwal,Kolkata Knight Riders,Eden Gardens,17,14,0,7.29
S Narwal,Rajasthan Royals,Feroz Shah Kotla,36,25,4,8.64
