bowler,bowling_team,venue,runs_conceded,balls_bowled,wickets,economy_rate
DS Kulkarni,Rajasthan Royals,M.Chinnaswamy Stadium,14,6,0,14.0
DS Kulkarni,Rajasthan Royals,MA Chidambaram Stadium,37,26,1,8.54
DS Kulkarni,Rajasthan Royals,Maharashtra Cricket Association Stadium,53,43,3,7.4
DS Kulkarni,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,38,24,1,9.5
DS Kulkarni,Rajasthan Royals,Rajiv Gandhi International Stadium,58,37,0,9.41
DS Kulkarni,Rajasthan Royals,"Sardar Patel Stadium, Motera",119,106,2,6.74
DS Kulkarni,Rajasthan Royals,Sawai Mansingh Stadium,260,183,5,8.52
DS Kulkarni,Rajasthan Royals,Sharjah Cricket Stadium,50,25,1,12.0
DS Kulkarni,Rajasthan Royals,Sheikh Zayed Stadium,24,25,2,5.76
DS Kulkarni,Rajasthan Royals,Wankhede Stadium,149,87,6,10.28
DT Christian,Delhi Capitals,Arun Jaitley Stadium,22,18,1,7.33
DT Christian,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,12,12,1,6.0
DT Christian,Delhi Capitals,Rajiv Gandhi International Stadium,37,23,0,9.65
DT Christian,Delhi Capitals,Wankhede Stadium,35,18,2,11.67
DT Christian,Rising Pune Supergiant,Eden Gardens,23,18,2,7.67
DT Christian,Rising Pune Supergiant,Feroz Shah Kotla,18,12,1,9.0
DT Christian,Rising Pune Supergiant,Holkar Cricket Stadium,24,14,0,10.29
DT Christian,Rising Pune Supergiant,M Chinnaswamy Stadium,27,25,0,6.48
DT Christian,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,115,105,6,6.57
DT Christian,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",56,44,2,7.64
DT Christian,Rising Pune Supergiant,Wankhede Stadium,40,31,1,7.74
DT Christian,Royal Challengers Bangalore,Dubai International Cricket Stadium,61,36,2,10.17
DT Christian,Royal Challengers Bangalore,M Chinnaswamy Stadium,43,25,0,10.32
DT Christian,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",13,13,0,6.0
DT Christian,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",28,19,0,8.84
DT Christian,Royal Challengers Bangalore,Sharjah Cricket Stadium,40,18,0,13.33
DT Christian,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",13,13,0,6.0
DT Christian,Royal Challengers Bangalore,"Zayed Cricket Stadium, Abu Dhabi",14,18,2,4.67
DT Christian,Sunrisers Hyderabad,Dr DY Patil Sports Academy,13,18,2,4.33
DT Christian,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,76,48,3,9.5
DT Christian,Sunrisers Hyderabad,Eden Gardens,20,13,0,9.23
DT Christian,Sunrisers Hyderabad,Feroz Shah Kotla,73,50,4,8.76
DT Christian,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,21,19,2,6.63
DT Christian,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",48,43,1,6.7
DT Christian,Sunrisers Hyderabad,Nehru Stadium,12,19,0,3.79
DT Christian,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",36,24,2,9.0
DT Christian,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",219,159,5,8.26
DT Christian,Sunrisers Hyderabad,Sawai Mansingh Stadium,43,26,1,9.92
DT Christian,Sunrisers Hyderabad,Wankhede Stadium,36,41,0,5.27
DW Steyn,Gujarat Lions,Saurashtra Cricket Association Stadium,17,13,0,7.85
DW Steyn,Royal Challengers Bangalore,Brabourne Stadium,26,27,3,5.78
DW Steyn,Royal Challengers Bangalore,Dr DY Patil Sports Academy,54,47,4,6.89
DW Steyn,Royal Challengers Bangalore,Dubai International Cricket Stadium,90,48,1,11.25
DW Steyn,Royal Challengers Bangalore,Eden Gardens,111,75,5,8.88
DW Steyn,Royal Challengers Bangalore,Feroz Shah Kotla,29,26,2,6.69
DW Steyn,Royal Challengers Bangalore,M Chinnaswamy Stadium,333,310,6,6.45
DW Steyn,Royal Challengers Bangalore,M.Chinnaswamy Stadium,30,24,2,7.5
DW Steyn,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",50,53,4,5.66
DW Steyn,Royal Challengers Bangalore,Newlands,27,33,2,4.91
DW Steyn,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",66,39,1,10.15
DW Steyn,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",20,25,3,4.8
DW Steyn,Royal Challengers Bangalore,Sawai Mansingh Stadium,15,25,1,3.6
DW Steyn,Royal Challengers Bangalore,Sheikh Zayed Stadium,44,27,0,9.78
DW Steyn,Royal Challengers Bangalore,St George's Park,35,26,1,8.08
DW Steyn,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",20,26,3,4.62
DW Steyn,Sunrisers Hyderabad,Barabati Stadium,71,50,2,8.52
DW Steyn,Sunrisers Hyderabad,Dr DY Patil Sports Academy,24,25,1,5.76
DW Steyn,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,91,94,6,5.81
DW Steyn,Sunrisers Hyderabad,Dubai International Cricket Stadium,54,49,4,6.61
DW Steyn,Sunrisers Hyderabad,Eden Gardens,142,100,2,8.52
DW Steyn,Sunrisers Hyderabad,Feroz Shah Kotla,102,124,7,4.94
DW Steyn,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,14,18,1,4.67
DW Steyn,Sunrisers Hyderabad,JSCA International Stadium Complex,43,24,0,10.75
DW Steyn,Sunrisers Hyderabad,M Chinnaswamy Stadium,86,67,0,7.7
DW Steyn,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",70,49,1,8.57
DW Steyn,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,34,24,1,8.5
DW Steyn,Sunrisers Hyderabad,Nehru Stadium,16,23,3,4.17
DW Steyn,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",47,49,4,5.76
DW Steyn,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",582,541,26,6.45
DW Steyn,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",32,26,2,7.38
DW Steyn,Sunrisers Hyderabad,Sawai Mansingh Stadium,59,47,1,7.53
DW Steyn,Sunrisers Hyderabad,Sharjah Cricket Stadium,48,49,0,5.88
DW Steyn,Sunrisers Hyderabad,Sheikh Zayed Stadium,29,24,2,7.25
DW Steyn,Sunrisers Hyderabad,Wankhede Stadium,72,75,4,5.76
F du Plessis,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,16,6,0,16.0
FA Allen,Mumbai Indians,"Brabourne Stadium, Mumbai",46,24,1,11.5
FA Allen,Punjab Kings,Dubai International Cricket Stadium,38,24,0,9.5
FA Allen,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",52,43,1,7.26
FH Edwards,Sunrisers Hyderabad,Kingsmead,48,52,3,5.54
FH Edwards,Sunrisers Hyderabad,Newlands,48,49,1,5.88
FH Edwards,Sunrisers Hyderabad,St George's Park,19,23,2,4.96
FH Edwards,Sunrisers Hyderabad,SuperSport Park,45,26,0,10.38
FY Fazal,Rajasthan Royals,Eden Gardens,14,6,0,14.0
FY Fazal,Rajasthan Royals,Sawai Mansingh Stadium,6,6,1,6.0
Fazalhaq Farooqi,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",14,19,1,4.42
Fazalhaq Farooqi,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",31,19,1,9.79
Fazalhaq Farooqi,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",74,48,2,9.25
Fazalhaq Farooqi,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",110,76,2,8.68
G Coetzee,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",33,21,1,9.43
G Coetzee,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",34,26,3,7.85
G Coetzee,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",29,24,2,7.25
